Customer ID,Churned,Age,Average Bill over 6 months,Average Bill over 12 months,Number of defaults in last 12 bills,Payment Method,District,Area,Concesssion Card,INBOUNDCALLS,OUTBOUNDCALLS,Relationship (months),Occupier Status,Multiple Fuel,Bill Delivery Method,rpart,Category of latest complaint,NPS,Product,Multiple Products,Product_New,Adjusted Prob for 50% Cut-off (without Formulae),Customer Segment,Product Category,Bill Amount
9807,No,32,21.13,25.8875,2,Cheque,V,Victoria,No,0,0,6,Regular,N,Internet,0.053805332,High Billed Amount,1,Mobile,No,Fixed Line,0.346654215,Small Business,Bundle,51
9808,No,52,26.6175,24.53,0,Cheque,V,Victoria,No,0,0,38,Regular,Y,Internet,0.030710259,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Independents,Mobile,53
9809,No,47,54.87,47.93,0,Cheque,V,Victoria,No,0,0,81,Regular,Y,Mail,0.074102396,Call Drop,-1,Mobile,No,Internet Service,0.427509712,Family & Self Development,ADSL,214
9810,No,75,6,43.5875,0,Cheque,S,South Australia,Yes,0,0,23,Regular,N,Mail,0.089802131,Internet Slowness,0,Mobile,Yes,Internet Service & Fixed Line,0.479322727,Family & Self Development,ADSL,131
9811,No,39,33.82,28.9625,0,Cheque,N,Northern Territory,No,0,0,46,Regular,Y,Internet,0.030710259,Internet Slowness,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Small Business,Bundle,122
9812,No,60,17,41.4975,0,Cheque,V,Victoria,No,0,0,64,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,Principled Professional,Internet,43
9813,No,78,5,36.115,0,Cheque,S,South Australia,Yes,0,0,53,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,PayTV,0.228170627,Independents,Mobile,119
9814,No,50,25.2225,20.24,1,Credit Card,V,Victoria,No,0,0,17,Regular,Y,Internet,0.053805332,Internet Slowness,1,Mobile,No,PayTV,0.346654215,Entrepreneur,Internet,121
9815,No,57,113.2475,53.255,0,Cheque,V,Victoria,No,0,0,46,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,"Friends, Fun & Fashion",ADSL,107
9816,No,53,11,13.9925,0,Cheque,V,Victoria,No,0,0,3,Regular,N,Mail,0.053805332,Internet Slowness,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,Family & Self Development,Internet,220
9817,Yes,31,48.5,39.975,4,Cheque,V,Victoria,No,0,0,21,Regular,Y,Internet,0.22243274,Call Drop,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.727455641,Family & Self Development,Mobile,94
9818,No,49,8,19.3175,6,Direct Debit,V,Victoria,No,0,0,6,Regular,Y,Internet,0.053805332,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.346654215,Independents,Cable,128
9819,No,70,8,16.975,0,Cheque,Q,Queensland,Yes,0,0,3,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,"Friends, Fun & Fashion",Internet,151
9820,No,75,18,294.9025,1,Cheque,Q,Queensland,No,0,0,99,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,No,PayTV,0.346654215,Independents,Bundle,156
9821,No,60,13.3725,14.36,1,Cheque,V,Victoria,No,0,0,48,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,Fixed Line,0.228170627,Principled Professional,Fixed line,78
9822,No,43,9,62.9675,3,Cheque,S,South Australia,No,0,0,23,Regular,N,Mail,0.074102396,Internet Slowness,-1,Mobile,No,Internet Service,0.427509712,Independents,Fixed line,610
9823,No,40,57.6875,50.9125,0,Cheque,V,Victoria,No,0,0,41,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Independents,Mobile,213
9824,No,74,35.35,34.7125,1,Credit Card,V,Victoria,No,0,0,4,Regular,N,Internet,0.074102396,Internet Slowness,-1,Mobile,No,Internet Service,0.427509712,Independents,ADSL,148
9825,Yes,37,6,2.4975,1,Cheque,V,Victoria,No,0,0,1,Regular,Y,Mail,0.053805332,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.346654215,Independents,Fixed line,3282
9826,No,,315.1125,301.1025,1,Cheque,V,Victoria,No,0,0,,Regular,N,Mail,0.074102396,Internet Slowness,-1,Mobile,Yes,Internet Service & Fixed Line,0.427509712,Independents,Mobile,25
9827,No,,294.635,303.0475,0,Cheque,V,Victoria,No,0,0,14,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Principled Professional,Fixed line,210
9828,No,25,32.725,27.8025,3,Cheque,V,Victoria,No,0,0,34,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,No,PayTV,0.346654215,Small Business,Mobile,54
9829,No,54,28.7775,20.495,1,Cheque,V,Victoria,No,0,0,122,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Entrepreneur,Bundle,90
9830,No,78,18,56.075,3,Direct Debit,S,South Australia,Yes,0,0,114,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,Fixed Line,0.228170627,"Friends, Fun & Fashion",Internet,4852
9831,No,77,21.1,25.855,2,Cheque,V,Victoria,Yes,0,0,17,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,No,Fixed Line,0.346654215,Independents,Cable,232
9832,No,48,35.04,27.8025,0,Cheque,V,Victoria,Yes,0,0,62,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Principled Professional,Fixed line,83
9833,No,63,6,61.5625,3,Cheque,S,South Australia,No,0,0,65,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Small Business,Bundle,60
9834,No,38,29.8475,30.33,4,Direct Debit,V,Victoria,No,0,0,48,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Independents,ADSL,106
9835,No,58,50.8225,41.4,0,Cheque,V,Victoria,No,0,0,47,Regular,Y,Internet,0.053805332,Internet Slowness,1,Mobile,Yes,Mobile & PayTV,0.346654215,Small Business,Fixed line,6
9836,Yes,54,5,10.55,2,Cheque,V,Victoria,No,2,1,4,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Family & Self Development,Mobile,150
9837,No,,18,10.235,1,Cheque,V,Victoria,No,0,0,,Regular,Y,Email,0.053805332,High Billed Amount,1,Mobile,No,Fixed Line,0.346654215,Small Business,ADSL,121
9838,No,32,20,16.03,3,Cheque,V,Victoria,No,0,0,5,Regular,Y,Internet,0.053805332,Internet Slowness,1,Mobile,Yes,Mobile & PayTV,0.346654215,Family & Self Development,Cable,125
9839,Yes,50,74.7625,71.5675,2,Cheque,V,Victoria,No,0,0,27,Regular,Y,Internet,0.074102396,Call Drop,-1,Mobile,Yes,Internet Service & Fixed Line,0.427509712,"Friends, Fun & Fashion",Fixed line,111
9840,No,45,11,94.4675,2,Direct Debit,Q,Queensland,No,0,0,76,Regular,N,Internet,0.074102396,High Billed Amount,-1,Mobile,Yes,Internet Service & Fixed Line,0.427509712,"Friends, Fun & Fashion",Internet,324
9841,No,51,32.965,30.1025,0,Cheque,V,Victoria,No,0,0,23,Regular,Y,Internet,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Small Business,Internet,196
9842,No,72,20,62.6375,0,Credit Card,Q,Queensland,Yes,0,0,73,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Small Business,Bundle,122
9843,Yes,,10,6.2875,0,Cheque,V,Victoria,No,0,0,0,Occupier,N,Mail,0.80721393,Call Drop,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.97504245,Independents,Fixed line,100
9844,Yes,33,7,50.57,0,Cheque,Q,Queensland,No,0,0,,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Principled Professional,Mobile,59
9845,No,,9.2875,8.79,1,Cheque,V,Victoria,No,0,0,119,Regular,N,Mail,0.114993779,Internet Slowness,0,Mobile,No,Fixed Line,0.547996846,"Friends, Fun & Fashion",Bundle,106
9846,Yes,47,65.4275,64.84,0,Cheque,V,Victoria,No,0,0,52,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & PayTV,0.228170627,Family & Self Development,Fixed line,189
9847,No,64,6,78.99,3,Credit Card,S,South Australia,Yes,0,0,22,Regular,N,Internet,0.030710259,Internet Slowness,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Family & Self Development,Fixed line,667
9848,No,49,34.4025,34.0425,2,Cheque,V,Victoria,No,0,0,89,Regular,N,Internet,0.394736842,High Billed Amount,-1,Mobile,Yes,Internet Service & Fixed Line,0.858859925,Entrepreneur,Cable,97
9849,No,41,4,247.8825,3,Cheque,N,Northern Territory,No,0,0,33,Regular,N,Mail,0.074102396,High Billed Amount,-1,Mobile,No,Internet Service,0.427509712,Principled Professional,ADSL,203
9850,No,80,14.61,13.855,3,Cheque,V,Victoria,No,0,0,138,Regular,Y,Mail,0.114993779,Internet Slowness,0,Mobile,Yes,Internet Service & Fixed Line,0.547996846,Independents,Bundle,0
9851,No,33,32.91,34.2275,3,Cheque,V,Victoria,No,0,0,10,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Small Business,Cable,271
9852,No,53,17,102.64,1,Direct Debit,S,South Australia,No,0,0,45,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,Independents,ADSL,514
9853,No,67,8,38.1125,0,Cheque,Q,Queensland,Yes,0,0,100,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Family & Self Development,Cable,57
9854,No,90,34.675,24.9875,0,Cheque,V,Victoria,No,0,0,79,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,No,Fixed Line,0.228170627,Independents,Internet,95
9855,No,30,18,93.7325,1,Cheque,S,South Australia,No,0,0,20,Regular,N,Mail,0.114993779,Internet Slowness,0,Mobile,Yes,Mobile & PayTV,0.547996846,Principled Professional,ADSL,57
9856,No,54,7,63.445,2,Cheque,Q,Queensland,Yes,0,0,64,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Principled Professional,ADSL,83
9857,No,59,47.79,35.03,2,Cheque,V,Victoria,No,0,0,15,Regular,Y,Mail,0.074102396,Call Drop,-1,Mobile,Yes,Mobile & PayTV,0.427509712,"Friends, Fun & Fashion",Internet,490
9858,Yes,,16,27.815,0,Cheque,V,Victoria,No,0,0,83,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Independents,Mobile,215
9859,No,96,3,52.4025,2,Cheque,N,Northern Territory,No,0,0,41,Regular,N,Mail,0.263043478,High Billed Amount,1,Mobile,No,Internet Service,0.769073569,Entrepreneur,Fixed line,408
9860,No,50,15,18.9675,0,Credit Card,V,Victoria,No,0,0,4,Regular,N,Internet,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Independents,Internet,224
9861,No,24,8,58.825,2,Cheque,Q,Queensland,No,0,0,21,Regular,N,Mail,0.114993779,High Billed Amount,-1,Mobile,Yes,Mobile & Internet Service,0.547996846,Independents,Bundle,791
9862,No,55,19.6175,18.0025,1,Cheque,V,Victoria,No,0,0,,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Small Business,Internet,835
9863,No,63,49.3475,34.62,2,Credit Card,V,Victoria,No,0,0,68,Regular,N,Internet,0.030710259,Internet Slowness,1,Mobile,No,Internet Service,0.228170627,Small Business,Mobile,201
9864,No,67,4,11.76,0,Cheque,S,South Australia,Yes,0,0,66,Regular,N,Mail,0.074102396,High Billed Amount,-1,Mobile,No,Internet Service,0.427509712,Entrepreneur,Fixed line,95
9865,No,49,3,138.15,0,Cheque,Q,Queensland,No,0,0,6,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,"Friends, Fun & Fashion",Mobile,84
9866,No,81,18.665,19.1625,4,Direct Debit,V,Victoria,Yes,0,0,12,Regular,Y,Internet,0.053805332,High Billed Amount,1,Mobile,Yes,Mobile & Internet Service,0.346654215,Family & Self Development,Cable,125
9867,No,70,16,7.2525,0,Cheque,V,Victoria,Yes,0,0,5,Regular,Y,Mail,0.053805332,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,"Friends, Fun & Fashion",Bundle,827
9868,No,65,12,46.5925,4,Cheque,Q,Queensland,No,0,0,103,Regular,N,Internet,0.030710259,Internet Slowness,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Independents,Cable,95
9869,No,51,68.465,44.2425,1,Credit Card,V,Victoria,No,1,2,19,Regular,Y,Internet,0.074102396,Internet Slowness,-1,Mobile,Yes,Mobile & Internet Service,0.427509712,Family & Self Development,Bundle,190
9870,No,37,10,93.835,0,Credit Card,Q,Queensland,No,0,0,14,Regular,N,Internet,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & PayTV,0.228170627,Entrepreneur,Mobile,227
9871,No,79,4,76.0175,0,Cheque,Q,Queensland,No,0,0,75,Regular,N,Mail,0.074102396,High Billed Amount,-1,Mobile,No,Fixed Line,0.427509712,Independents,Fixed line,47
9872,No,34,12,85.6475,0,Cheque,S,South Australia,No,0,0,28,Regular,N,Mail,0.114993779,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.547996846,"Friends, Fun & Fashion",Fixed line,123
9873,No,43,18,50.95,1,Cheque,N,Northern Territory,No,0,0,54,Regular,N,Mail,0.181818182,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.674634001,Independents,Fixed line,129
9874,No,79,31.74,24.1225,2,Direct Debit,V,Victoria,Yes,0,0,94,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,Entrepreneur,Internet,259
9875,No,32,38.425,30.9875,1,Cheque,V,Victoria,No,0,0,26,Regular,Y,Mail,0.150442478,Internet Slowness,0,Mobile,No,Internet Service,0.622967315,Independents,Internet,40
9876,No,52,99.5075,68.4225,1,Cheque,V,Victoria,No,0,0,21,Regular,Y,Mail,0.074102396,Internet Slowness,-1,Mobile,No,Internet Service,0.427509712,Family & Self Development,Cable,193
9877,No,52,164.0525,189.7825,10,Cheque,S,South Australia,No,0,0,52,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Principled Professional,Mobile,163
9878,No,48,3,335.885,4,Cheque,S,South Australia,No,0,0,68,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Principled Professional,Internet,125
9879,No,48,16,132.8475,5,Cheque,Q,Queensland,No,0,0,104,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Independents,Cable,61
9880,No,40,34.6675,27.02,1,Cheque,V,Victoria,No,0,0,33,Regular,Y,Internet,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Family & Self Development,Cable,108
9881,No,53,5,44.0625,4,Cheque,Q,Queensland,No,0,0,6,Regular,N,Internet,0.150757228,High Billed Amount,-1,Mobile,No,Internet Service,0.623545067,Independents,Fixed line,195
9882,No,88,4,106.0775,0,Cheque,N,Northern Territory,No,0,0,47,Regular,N,Mail,0.263043478,High Billed Amount,-1,Mobile,No,PayTV,0.769073569,Small Business,ADSL,190
9883,No,37,30.4425,27.16,3,Cheque,V,Victoria,No,0,0,29,Regular,Y,Internet,0.053805332,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.346654215,Small Business,Cable,64
9884,No,45,22.43,25.07,2,Credit Card,V,Victoria,No,0,0,,Regular,Y,Internet,0.030710259,Internet Slowness,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Independents,Mobile,153
9885,No,,24.1175,24.25,4,Cheque,V,Victoria,No,0,0,17,Regular,N,Internet,0.053805332,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,Entrepreneur,ADSL,112
9886,No,27,37.345,35.79,3,Cheque,V,Victoria,Yes,0,0,11,Regular,Y,Mail,0.21019678,High Billed Amount,0,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.712909571,Family & Self Development,Mobile,147
9887,No,41,112.2825,79.345,1,Credit Card,N,Northern Territory,No,0,0,24,Regular,Y,Internet,0.150442478,High Billed Amount,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.622967315,Family & Self Development,ADSL,124
9888,No,57,179.0675,124.75,4,Credit Card,V,Victoria,No,0,0,103,Regular,N,Email,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Independents,ADSL,96
9889,No,49,25.7925,17.79,0,Cheque,V,Victoria,No,0,0,105,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,No,Fixed Line,0.228170627,Independents,ADSL,549
9890,No,46,50.87,38.465,0,Credit Card,V,Victoria,No,0,0,56,Regular,Y,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Mobile & PayTV,0.228170627,Independents,ADSL,112
9891,No,34,53.6925,47.09,1,Cheque,V,Victoria,Yes,0,0,39,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Independents,Fixed line,163
9892,No,60,28.5475,21.12,0,Direct Debit,V,Victoria,Yes,0,0,51,Regular,Y,Mail,0.030710259,Internet Slowness,1,Mobile,No,Internet Service,0.228170627,"Friends, Fun & Fashion",Cable,69
9893,No,72,20,97.38,0,Credit Card,Q,Queensland,No,0,0,49,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,"Friends, Fun & Fashion",Fixed line,64
9894,No,60,26.6375,21.2725,1,Cheque,V,Victoria,No,0,0,27,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Family & Self Development,ADSL,496
9895,No,51,21.7225,21.6225,3,Cheque,V,Victoria,No,0,0,39,Regular,N,Mail,0.053805332,High Billed Amount,1,Mobile,No,Fixed Line,0.346654215,Small Business,Internet,120
9896,No,43,12,239.62,5,Cheque,Q,Queensland,No,0,0,73,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,No,PayTV,0.228170627,Small Business,ADSL,135
9897,No,36,122.8775,100.7775,5,Cheque,V,Victoria,No,0,0,30,Regular,Y,Mail,0.22243274,Internet Slowness,-1,Mobile,Yes,Mobile & PayTV,0.727455641,Principled Professional,Bundle,124
9898,No,52,5,19.07,1,Cheque,S,South Australia,No,0,0,,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,PayTV,0.228170627,Entrepreneur,Mobile,267
9899,No,51,82.8125,87.615,2,Cheque,V,Victoria,No,0,0,60,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Family & Self Development,Fixed line,132
9900,No,67,4,43.8425,0,Cheque,S,South Australia,No,0,0,48,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Entrepreneur,Internet,22
9901,No,80,17,36.45,1,Cheque,S,South Australia,No,0,0,22,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Entrepreneur,ADSL,85
9902,No,59,41.375,42.68,11,Direct Debit,V,Victoria,Yes,0,0,71,Regular,N,Internet,0.074102396,Internet Slowness,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.427509712,Independents,Fixed line,104
9903,No,64,12.6325,13.29,0,Cheque,V,Victoria,No,0,0,92,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Entrepreneur,Internet,311
9904,No,32,14.125,14.8075,0,Cheque,V,Victoria,No,0,0,10,Regular,Y,Mail,0.053805332,Internet Slowness,1,Mobile,No,Internet Service,0.346654215,Principled Professional,Mobile,275
9905,No,44,27.14,21.84,4,Credit Card,V,Victoria,No,0,0,33,Regular,Y,Internet,0.053805332,High Billed Amount,1,Mobile,Yes,Internet Service & Fixed Line,0.346654215,Entrepreneur,Fixed line,692
9906,No,66,10,193.0025,1,Direct Debit,V,Victoria,No,0,0,54,Regular,N,Internet,0.030710259,Internet Slowness,1,Mobile,Yes,Mobile & PayTV,0.228170627,Family & Self Development,ADSL,377
9907,No,50,18.3775,20.365,2,Direct Debit,V,Victoria,No,0,0,57,Regular,Y,Internet,0.030710259,Internet Slowness,1,Mobile,No,PayTV,0.228170627,Small Business,Bundle,171
9908,No,46,22.88,15.35,6,Cheque,V,Victoria,No,0,0,39,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,"Friends, Fun & Fashion",Mobile,158
9909,No,,11.5825,11.3625,1,Cheque,V,Victoria,No,0,0,102,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Independents,Fixed line,39
9910,No,42,23.3025,22.675,0,Cheque,V,Victoria,No,0,0,85,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.228170627,Small Business,Cable,148
9911,No,40,23.5625,21.1075,4,Cheque,V,Victoria,No,0,0,31,Regular,Y,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Principled Professional,Mobile,74
9912,No,54,22.7725,17.995,3,Cheque,V,Victoria,No,0,0,100,Regular,Y,Internet,0.053805332,High Billed Amount,1,Mobile,No,Fixed Line,0.346654215,Principled Professional,Internet,67
9913,Yes,57,16,44.7675,4,Cheque,N,Northern Territory,Yes,0,0,30,Regular,N,Mail,0.174603175,High Billed Amount,-1,Mobile,Yes,Fixed Line & Mobile,0.66372722,Principled Professional,Bundle,357
9914,No,76,31.8,25.5875,6,Credit Card,V,Victoria,Yes,0,0,76,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Independents,Mobile,183
9915,No,45,10.685,13.765,6,Cheque,V,Victoria,Yes,0,0,7,Regular,Y,Mail,0.053805332,Call Drop,1,Mobile,No,Fixed Line,0.346654215,Family & Self Development,Fixed line,843
9916,No,33,3,91.7275,0,Cheque,S,South Australia,No,0,0,5,Regular,N,Mail,0.114993779,Call Drop,0,Mobile,Yes,Internet Service & Fixed Line,0.547996846,Principled Professional,Internet,107
9917,No,66,7,148.2475,1,Credit Card,Q,Queensland,No,0,0,7,Regular,N,Internet,0.074102396,High Billed Amount,-1,Mobile,Yes,Mobile & PayTV,0.427509712,Principled Professional,Mobile,147
9918,No,59,23.6675,20.5925,0,Cheque,V,Victoria,No,0,0,38,Regular,Y,Mail,0.656542056,Internet Slowness,-1,Mobile,No,Internet Service,0.946910183,Independents,Mobile,176
9919,Yes,51,68.7575,78.115,4,Cheque,N,Northern Territory,No,0,0,12,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Independents,Fixed line,111
9920,No,33,5,157.0125,1,Cheque,Q,Queensland,Yes,0,0,7,Regular,N,Mail,0.114993779,High Billed Amount,0,Mobile,Yes,Mobile & PayTV,0.547996846,Small Business,Fixed line,142
9921,No,43,8,89.8725,0,Cheque,N,Northern Territory,No,0,0,75,Regular,N,Mail,0.325513196,Internet Slowness,0,Mobile,Yes,Internet Service & Fixed Line,0.818281542,Family & Self Development,Mobile,34
9922,Yes,56,9,171.0075,4,Cheque,Q,Queensland,No,0,0,16,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Independents,Fixed line,167
9923,No,80,30.23,27.1825,0,Cheque,V,Victoria,Yes,0,0,37,Regular,Y,Mail,0.150757228,Internet Slowness,1,Mobile,No,Internet Service,0.623545067,Family & Self Development,Internet,205
9924,No,63,224.2475,118.84,2,Credit Card,V,Victoria,No,0,0,83,Regular,Y,Internet,0.074102396,Call Drop,-1,Mobile,No,Internet Service,0.427509712,Family & Self Development,Fixed line,153
9925,No,42,7,229.0975,0,Cheque,S,South Australia,No,0,0,22,Regular,N,Internet,0.030710259,Internet Slowness,1,Mobile,No,Fixed Line,0.228170627,Family & Self Development,Fixed line,464
9926,No,81,37.9725,34.345,0,Cheque,V,Victoria,No,0,0,75,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.228170627,Entrepreneur,Fixed line,224
9927,No,38,21.0125,21.375,0,Cheque,V,Victoria,No,0,0,93,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Independents,Mobile,127
9928,No,34,38.485,39.24,2,Cheque,V,Victoria,No,0,0,62,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,Small Business,Fixed line,130
9929,No,33,6.2125,10.2925,6,Cheque,V,Victoria,No,0,0,5,Regular,Y,Internet,0.074102396,High Billed Amount,-1,Mobile,No,Internet Service,0.427509712,Independents,ADSL,64
9930,No,35,46.77,41.5125,0,Cheque,V,Victoria,Yes,0,0,30,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Principled Professional,ADSL,268
9931,No,79,79.01,63.3525,1,Cheque,Q,Queensland,Yes,0,0,73,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Independents,ADSL,159
9932,No,32,28.525,24.27,3,Cheque,V,Victoria,No,0,0,33,Regular,N,Internet,0.053805332,Internet Slowness,1,Mobile,No,Internet Service,0.346654215,Independents,Bundle,113
9933,No,36,37.8525,32.5425,6,Cheque,V,Victoria,No,0,0,88,Regular,Y,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Mobile & PayTV,0.228170627,Entrepreneur,Bundle,124
9934,No,,10,24.5325,1,Cheque,V,Victoria,No,0,0,83,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,"Friends, Fun & Fashion",Fixed line,205
9935,No,54,17,56.36,1,Cheque,S,South Australia,No,0,0,55,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.228170627,Independents,Bundle,157
9936,No,46,10,94.25,0,Cheque,V,Victoria,Yes,0,0,48,Regular,Y,Mail,0.272727273,Internet Slowness,0,Mobile,No,PayTV,0.777726751,Entrepreneur,Mobile,95
9937,No,40,116.91,107.255,2,Cheque,N,Northern Territory,No,0,0,51,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Independents,Mobile,54
9938,Yes,50,92.81,64.715,1,Cheque,N,Northern Territory,No,0,0,27,Regular,N,Internet,0.21019678,Call Drop,-1,Mobile,Yes,Fixed Line & Mobile,0.712909571,"Friends, Fun & Fashion",Internet,425
9939,No,88,14,16.6625,2,Direct Debit,Q,Queensland,Yes,0,0,101,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Small Business,ADSL,105
9940,No,33,16.4175,15.8825,1,Cheque,V,Victoria,No,0,0,8,Regular,Y,Mail,0.053805332,Internet Slowness,1,Mobile,No,PayTV,0.346654215,"Friends, Fun & Fashion",Bundle,359
